"datetime","headline","source","url","summary","related","image","lang","hasPaywall","symbol"
"1606280500000","Netflix tributará en España por los ingresos en el país a partir de 2021","La Información","https://cloud.iexapis.com/v1/news/article/f379d94b-bdf4-4b49-b892-9d5ac6498460","Esto supondrá un cambio en las cuentas que la empresa audiovisual presenta al país y la tributación de su actividad, ya que hasta ahora abonaba la mayor parte de sus impuestos en los Países Bajos.","NFLX","https://cloud.iexapis.com/v1/news/image/f379d94b-bdf4-4b49-b892-9d5ac6498460","es","False",""
"1606247677000","Gambito de dama consiguió el mejor estreno de una miniserie en Netflix","Clarin","https://cloud.iexapis.com/v1/news/article/3190b5f8-8133-4791-9eec-b9cd3a43edd8","Con Anya Taylor-Joy en el rol principal, es sobre una joven prodigio del ajedrez.","NFLX","https://cloud.iexapis.com/v1/news/image/3190b5f8-8133-4791-9eec-b9cd3a43edd8","es","False",""
"1606246204000","Netflix podría batir en los Oscar un récord de hace 84 años","20minutos Spain","https://cloud.iexapis.com/v1/news/article/71077bd6-5b39-470a-b98c-1f8594444c50","No summary available.","NFLX","https://cloud.iexapis.com/v1/news/image/71077bd6-5b39-470a-b98c-1f8594444c50","es","False",""
"1606242220000","Ricky Gervais et ses amis: Netflix, c’est aussi de l’humour (noir)","L'Echo","https://cloud.iexapis.com/v1/news/article/93308a57-67de-40d5-b874-1b218fa5f02e","Depuis ses débuts, Netflix joue la carte du one-man-show avec bonheur, en produisant des captations de spectacles. Mais qui se cache derrière le roi Ricky Gervais?","NFLX","https://cloud.iexapis.com/v1/news/image/93308a57-67de-40d5-b874-1b218fa5f02e","fr","False",""
"1606223080000","Netflix tributará en España por sus ingresos en el país a partir de enero","La Vanguardia","https://cloud.iexapis.com/v1/news/article/e9d8428a-2af3-4f25-815b-51a3919a59e0","Netflix comenzará a partir de enero a computar en España los ingresos obtenidos en el país. Según un portavoz de la compañía, el cambio se debe a la evolución de la actividad de la multinacional en territorio español y a su “compromiso” con el…","NFLX","https://cloud.iexapis.com/v1/news/image/e9d8428a-2af3-4f25-815b-51a3919a59e0","es","False",""
"1606222520000","Netflix tributará en España por lo que genere en el país a partir a de 2021","Heraldo","https://cloud.iexapis.com/v1/news/article/b72a5f0a-12a9-4bfb-86d9-b5c608d1e065","Un portavoz de la compañía ha confirmado que la plataforma de contenidos audiovisuales comenzará a computar en España los ingresos obtenidos por las cuotas de sus abonados.","NFLX","https://cloud.iexapis.com/v1/news/image/b72a5f0a-12a9-4bfb-86d9-b5c608d1e065","es","False",""
"1606217818000","Netflix pagará impuestos en España por los ingresos que genere en el país a partir de 2021","ABC Spain","https://cloud.iexapis.com/v1/news/article/fb4614d6-583e-4f1f-a3f1-6fd367ce00a6","Netflix ha decidido modificar su modelo de distribución a partir del próximo 1 de enero de 2021 y empezará a tributar en España por los ingresos que genere en el país, un movimiento que responde a la evolución de la actividad de la compañía en España y a su ""compromiso"" con el país. Un portavoz de la compañía ha confirmado a Europa Press la información adelantada por 'Cinco Días', que implica que la plataforma de contenidos audiovisuales comenzará a computar en España los ingresos obtenidos por las cuotas de sus abonados, que hasta ahora se pagaban a Netflix International BV, su filial en Países Bajos. Este cambio en su modelo de tributación, que también se realizará en otros países europeos, supondrá un cambio en las cuentas que presenta la empresa en España, ya que hasta ahora la mayor parte de los impuestos los abonababa en Países Bajos. ""Somos parte integral del ecosistema audiovisual en España. Nuestra contribución en 2019 ha sido clave para llevar adelante producciones en varias comunidades autónomas; para generar miles de puestos de trabajo y dinamizar el sector"", remarca el portavoz de la empresa.","NFLX","https://cloud.iexapis.com/v1/news/image/fb4614d6-583e-4f1f-a3f1-6fd367ce00a6","es","False",""
"1606216620000","Netflix tributará en España por los ingresos que genere en el país a partir a de 2021","El Confidencial","https://cloud.iexapis.com/v1/news/article/e2d55ae6-1bcb-4021-98da-849b0126fafc","Este cambio en su modelo de distribución, que también se realizará en otros países europeos, supondrá un cambio en las cuentas que presenta la empresa en España","NFLX","https://cloud.iexapis.com/v1/news/image/e2d55ae6-1bcb-4021-98da-849b0126fafc","es","False",""
"1606213460000","'Gambito de dama' se convierte en la miniserie más vista de la historia de Netflix","Diara ARA","https://cloud.iexapis.com/v1/news/article/ee07636d-3035-43ce-8f81-8fa9fd758ba8","En solo un mes, la miniserie Gambito de dama , la historia de una huérfana que es un prodigio del ajedrez, ha conseguido romper récords en Netflix, la plataforma en la que está disponible. Según ha anunciado la compañía, la producción protagonizada por Anya Taylor-Joy es la miniserie más vista de la historia del servicio. La empresa detalla que en 28 días 62 millones de cuentas de usuarios han visto la serie. Hay…","NFLX","https://cloud.iexapis.com/v1/news/image/ee07636d-3035-43ce-8f81-8fa9fd758ba8","es","False",""
"1606212803000","Netflix reconocerá sus ventas en España: el negocio europeo ya no se facturará desde Holanda","EL Mundo","https://cloud.iexapis.com/v1/news/article/8dbf67fb-3c21-4d75-90c9-ba2c47e8bb40","Leer","NFLX","https://cloud.iexapis.com/v1/news/image/8dbf67fb-3c21-4d75-90c9-ba2c47e8bb40","es","False",""
"1606212480000","Netflix empezará a facturar en España a partir de 2021","Publico","https://cloud.iexapis.com/v1/news/article/88c66cf0-a892-4fc3-8581-5a1f9abaffbf","La empresa de entretenimiento ya ha comenzado a hacer el cambio de modelo de distribución con el objetivo de pagar a la entidad española los ingresos que se generen con las suscripciones.","NFLX","https://cloud.iexapis.com/v1/news/image/88c66cf0-a892-4fc3-8581-5a1f9abaffbf","es","False",""
"1606208556000","Netflix révèle que 'Le Jeu de la dame' est la mini-série la plus populaire de son histoire","Business Insider France","https://cloud.iexapis.com/v1/news/article/694ad5fe-14f0-43f4-9874-0b6161e6e1ba","No summary available.","NFLX","https://cloud.iexapis.com/v1/news/image/694ad5fe-14f0-43f4-9874-0b6161e6e1ba","fr","False",""
"1606208413000","La historia de amor de Shawn Mendes y Camila Cabello, contada por él mismo","Clarin","https://cloud.iexapis.com/v1/news/article/3a9a3285-7cf9-47cd-9a1f-3d9521070f08","En el documental ""In Wonder"", que estrenó Netflix, el cantante llega a decir que ella es la razón de su éxito profesional.","NFLX","https://cloud.iexapis.com/v1/news/image/3a9a3285-7cf9-47cd-9a1f-3d9521070f08","es","False",""
"1606193267000","¿Será el ajedrez el regalo de las Navidades? 'Gambito de Dama' rompe récords","Publico","https://cloud.iexapis.com/v1/news/article/199ab8b1-a194-4966-8a4c-e936694f5f87","Serie original de Netflix más vista","NFLX","https://cloud.iexapis.com/v1/news/image/199ab8b1-a194-4966-8a4c-e936694f5f87","es","False",""
"1606174219000","Los Obama multiplican su fortuna con sus libros de memorias","El Pais","https://cloud.iexapis.com/v1/news/article/52688d5e-9bd9-4bb2-9dde-f8b77f01c0e0","Las conferencias, contratos editoriales y proyectos audiovisuales con Netflix multiplican por cien el dinero que la ex pareja presidencial de Estados Unidos declaró al llegar a la Casa Blanca","NFLX","https://cloud.iexapis.com/v1/news/image/52688d5e-9bd9-4bb2-9dde-f8b77f01c0e0","es","False",""
"1606172652000","Netflix empezará a facturar su negocio en España desde el propio país a partir de 2021","El Pais Cinco Dias","https://cloud.iexapis.com/v1/news/article/0c1edd36-aad2-4811-b3c6-bfe21e77b3e3","Modificará su ‘modus operandi’ también en otros países europeos. Hasta ahora los clientes en España pagaban su suscripción a la matriz de la empresa en Holanda","NFLX","https://cloud.iexapis.com/v1/news/image/0c1edd36-aad2-4811-b3c6-bfe21e77b3e3","es","False",""
"1606170093000","Setores cíclicos levantam bolsas dos EUA, com destaque para indústria e energia","Globo G1","https://cloud.iexapis.com/v1/news/article/c38c769e-756c-496a-a84f-f61dc39d8a1c","Declínios em tecnologia e nomes de peso relacionados ao segmento, como Apple Inc e Netflix Inc, diminuíram os ganhos dos índices. Bandeira dos EUA em frente à Bolsa de Chicago John Gress/Reuters Os mercados de ações dos Estados Unidos fecharam em alta a volátil sessão desta segunda-feira (23), uma vez que esperanças de uma vacina para a Covid-19 impulsionaram setores economicamente sensíveis, como de energia e industrial, mas uma retração em papéis de megacaps restringiu os ganhos no S&P 500 e no Nasdaq. Setores cíclicos lideraram os ganhos, com o índice de energia bem à frente, com alta de 7,09%, enquanto os índices para os segmentos industrial e financeiro aumentaram cada um mais de 1%, após dados mostrarem que a atividade de negócios expandiu-se no ritmo mais rápido em mais de cinco anos. As ações de energia foram impulsionadas por outra valorização nos preços do petróleo, que subiram na expectativa de que uma vacina ajude a recuperar a demanda. ""É segunda-feira, dia de operar vacina"", disse Ken Polcari, sócio-gerente da Kace Capital Advisors em Jupiter, Flórida.","NFLX","https://cloud.iexapis.com/v1/news/image/c38c769e-756c-496a-a84f-f61dc39d8a1c","pt","False",""
"1606159103000","‘Gambito de dama’ es la nueva serie más vista de Netflix, con reproducciones en 62 millones de hogares","El Pais","https://cloud.iexapis.com/v1/news/article/e690c91b-d9fe-4127-a7a1-427aae3c7c79","Las ventas de tableros de ajedrez se disparan tras el estreno de la ficción","NFLX","https://cloud.iexapis.com/v1/news/image/e690c91b-d9fe-4127-a7a1-427aae3c7c79","es","False",""
"1606154885000","Bruselas expedienta a España por su retraso en adaptarse a la nueva norma audiovisual","El Pais","https://cloud.iexapis.com/v1/news/article/193c4a64-2f0b-4bf7-bd20-d23607ba6840","La directiva de 2006 obliga a las plataformas como Netflix a cubrir con cine europeo el 30% de su catálogo","NFLX","https://cloud.iexapis.com/v1/news/image/193c4a64-2f0b-4bf7-bd20-d23607ba6840","es","False",""
"1606152995000","Cinéma – Ron Howard filme une Glenn Close démente dans «Hillbilly Elegy»","Tribune de Genève","https://cloud.iexapis.com/v1/news/article/4f405eb4-93f8-465e-b845-5e87c067cc6e","Proposé sur Netflix dès le 24 novembre, ce film est tiré des mémoires d’un homme d’affaires célèbre.","NFLX","https://cloud.iexapis.com/v1/news/image/4f405eb4-93f8-465e-b845-5e87c067cc6e","fr","False",""
"1606141123000","Netflix anuncia el regreso de 'The Witcher' por Navidad","20minutos Spain","https://cloud.iexapis.com/v1/news/article/c6bd7301-8666-421d-a0ae-08a3c5215ebf","No summary available.","NFLX","https://cloud.iexapis.com/v1/news/image/c6bd7301-8666-421d-a0ae-08a3c5215ebf","es","False",""
"1606140260000","Les Obama vont produire une série Netflix sur le 'chaos' causé par l'arrivée de Trump au pouvoir","Business Insider France","https://cloud.iexapis.com/v1/news/article/6ba54392-533c-4780-8b28-e85967079645","No summary available.","NFLX","https://cloud.iexapis.com/v1/news/image/6ba54392-533c-4780-8b28-e85967079645","fr","False",""
"1606138269000","El empleo del año: ofrecen U$S 2.500 por ver 25 películas en 25 días","Clarin","https://cloud.iexapis.com/v1/news/article/6d593498-fad2-4c5e-b0b6-48296e01dd71","Hay tiempo para anotarse hasta el 4 de diciembre. El elegido, además, recibirá una suscripción anual para siete plataformas de video, entre las que se incluyen Netflix, Amazon Prime y HBO Max.","NFLX","https://cloud.iexapis.com/v1/news/image/6d593498-fad2-4c5e-b0b6-48296e01dd71","es","False",""
"1606136802000","Netflix stock gains after J.P. Morgan analyst gets a little more bullish on price increases","MarketWatch","https://cloud.iexapis.com/v1/news/article/cb088600-853d-4ebf-8de8-77f015351e5a","Shares of Netflix Inc. undefined gained 0.7% in premarket trading Monday, putting them on track for a fifth straight gain, after J.P. Morgan analyst Doug…","NFLX","https://cloud.iexapis.com/v1/news/image/cb088600-853d-4ebf-8de8-77f015351e5a","en","False",""
"1606136475000","Un documental de Shawn Mendes encabeza lo mejor de Netflix para la semana","Clarin","https://cloud.iexapis.com/v1/news/article/555225da-9ced-4cad-9e46-1a6c265af530","Este lunes 23 llega ""Shawn Mendes: In Wonder"", película que sigue al cantante canadiense por distintos lugares del mundo. Habrá varios estrenos para agendar y no perderse.","NFLX","https://cloud.iexapis.com/v1/news/image/555225da-9ced-4cad-9e46-1a6c265af530","es","False",""
"1606122076000","Gambito de dama: los puntos polémicos que marcaron los expertos en ajedrez","Clarin","https://cloud.iexapis.com/v1/news/article/a69297c7-1581-46d7-b966-ea7d27cda630","Pese a los elogios que recibe la serie, varios especialistas en el juego salieron a marcar las diferencias de la realidad con la ficción de Netflix. Machismo, estereotipos y otros errores.","NFLX","https://cloud.iexapis.com/v1/news/image/a69297c7-1581-46d7-b966-ea7d27cda630","es","False",""
"1606118160000","The Queen's Gambit : longue vie à la Reine","La Liberté","https://cloud.iexapis.com/v1/news/article/c7ae0737-bcbe-40ea-bf71-603434c21f2b","Diffusée sur Netflix courant octobre 2020, la série est une adaptation du roman de l'Américain Walter Tevis paru en 1983, portée par les réalisateurs Scott Frank et Allan Scott . La série raconte l'histoire…","NFLX","https://cloud.iexapis.com/v1/news/image/c7ae0737-bcbe-40ea-bf71-603434c21f2b","fr","False",""
"1606102200000","Las telecos claman contra la tasa RTVE: pagan casi 1.400 millones en diez años","La Información","https://cloud.iexapis.com/v1/news/article/2f94de14-7142-41b9-a991-7f559db23278","Las compañías lamentan que el Gobierno aún no haya obligado a Netflix y otras plataformas a participar en la financiación de la radiotelevisión después de no incluirlo en la 'ley audiovisual'.","NFLX","https://cloud.iexapis.com/v1/news/image/2f94de14-7142-41b9-a991-7f559db23278","es","False",""
"1606097635000","Want to own FAANG stocks? Here’s how","Economic Times India","https://cloud.iexapis.com/v1/news/article/ddaf8cb9-1f30-4728-ac0a-54ade1e32b07","Of late, Indian investors have shown strong intent to spread risk and expand the equity investment horizon to the US as they can now easily own shares of the best companies of the world — from Apple to Tesla. Here are the steps and procedures to put your money in companies that are global leaders in their respective business.HOW TO BUY GLOBAL STOCKS? Retail investors can open an account with brokerages offering a global investing platform or with certain fintech firms like Stockal, Vested Finance or Interactive Broking, among others. Once they open an account with a PAN card and address proof, they will have to transfer the money from their existing bank account to their foreign brokerage account, called remittances of funds. Once the foreign brokerage account is opened and funded, investors can buy global stocks, exchange-traded funds and listed fixed income securities. The settlement cycle for the US market is T+3.WHAT IS THE LIMIT TO INVEST IN FOREIGN STOCKS? Indians are allowed to remit up to a quarter of a million dollars to any country in a given financial year under the liberalised remittance scheme (LRS) which includes current account and capital account transactions.","NFLX","https://cloud.iexapis.com/v1/news/image/ddaf8cb9-1f30-4728-ac0a-54ade1e32b07","en","False",""
"1606088602000","Las plataformas de ‘streaming’ propician una nueva era de series de animación","El Pais","https://cloud.iexapis.com/v1/news/article/18f151a2-a3c8-4b0b-b93d-21fbced16b45","‘The Liberator’ se une a ‘BoJack Horseman’ y ‘Midnight Gospel’ en el repertorio de Netflix de un género cada vez más diverso y variado","NFLX","https://cloud.iexapis.com/v1/news/image/18f151a2-a3c8-4b0b-b93d-21fbced16b45","es","False",""
"1606080241000","Somos los campeones: la serie que ganaría todos los torneos, menos el de series","Clarin","https://cloud.iexapis.com/v1/news/article/0f2b9889-ce99-4354-abc4-e989deb4893c","Disponible en Netflix, muestra, en seis episodios, competencias poco usuales, como la resistencia al picante, lo alto que salta una rana, o la caza de una horma de queso rodando. Sobre gustos…","NFLX","https://cloud.iexapis.com/v1/news/image/0f2b9889-ce99-4354-abc4-e989deb4893c","es","False",""
"1606073017000","Gillian Anderson se 'corona' en Netflix ahora como la Dama de Hierro","El Pais Cali ","https://cloud.iexapis.com/v1/news/article/18349fcc-c7ce-46e8-9ede-64a9ab6f59a4","No summary available.","NFLX","https://cloud.iexapis.com/v1/news/image/18349fcc-c7ce-46e8-9ede-64a9ab6f59a4","es","False",""
"1606029745000","Sélection de films - Avec «Malcolm & Marie», Netflix vise les Oscars","L'essentiel","https://cloud.iexapis.com/v1/news/article/ff13c4bf-bfac-4023-bf56-513e74041698","La plateforme de streaming sortira, en février, le film avec Zendaya et John David Washington. Zoom sur la discussion d'un couple qui tourne au vinaigre à l'hôtel.","NFLX","https://cloud.iexapis.com/v1/news/image/ff13c4bf-bfac-4023-bf56-513e74041698","fr","False",""
"1606024800000","¿Por qué la televisión se ha vuelto tan importante en casa?","La Vanguardia","https://cloud.iexapis.com/v1/news/article/5813424a-48dd-4cbd-8622-a8ed5daa17dc","En pleno confinamiento por la Cvodi-19, Mayte y su marido pasaron de estar suscritos a Netflix a darse de alta también en HBO, Disney + y Filmin. Paralelamente, se cambiaron el televisor de 35 pulgadas por otro de 55. “Recuerdo haber salido a pasear…","NFLX","https://cloud.iexapis.com/v1/news/image/5813424a-48dd-4cbd-8622-a8ed5daa17dc","es","False",""
"1606001472000","Guillermo Toledo: “No es aceptable que una blasfemia pueda ser un delito en una sociedad democrática”","El Pais","https://cloud.iexapis.com/v1/news/article/e776c197-6b72-4036-97aa-494f27976d4a","Tras recibir la confirmación de la sentencia absolutoria por una acusación de ofensa a los sentimientos religiosos, el actor estrena la miniserie de Netflix ‘Los favoritos de Midas’","NFLX","https://cloud.iexapis.com/v1/news/image/e776c197-6b72-4036-97aa-494f27976d4a","es","False",""
"1605989031000","Los Indígenas del Amazonas que llevaron sus historias a Netflix","El Tiempo","https://cloud.iexapis.com/v1/news/article/77f38660-7512-4abb-8f50-7874bf62ff38","32 estudiantes del Amazonas colombiano fueron elegidos para aprender de la mano de expertos en cine.","NFLX","https://cloud.iexapis.com/v1/news/image/77f38660-7512-4abb-8f50-7874bf62ff38","es","False",""
"1605970864000","Valeria Bertuccelli y su papel más dramático: una enferma de cáncer terminal","Clarin","https://cloud.iexapis.com/v1/news/article/10b7bbe5-cdbf-483f-aca1-b466f6c17c36","Es la protagonista de ""Los cuadernos de Tomy"", que se estrena por Netflix el 24 de noviembre. Basado en una historia real, cuenta su transformación espiritual y física.","NFLX","https://cloud.iexapis.com/v1/news/image/10b7bbe5-cdbf-483f-aca1-b466f6c17c36","es","False",""
"1605963663000","Tres documentales políticos disponibles en Netflix","Clarin","https://cloud.iexapis.com/v1/news/article/1aa7837f-a69c-45c9-b386-598ea805c86b","Se destacan dos brasileños, ""Sergio: el diplomático"" y ""Al filo de la democracia""; y uno mexicano, ""Un abrazo de tres minutos"".","NFLX","https://cloud.iexapis.com/v1/news/image/1aa7837f-a69c-45c9-b386-598ea805c86b","es","False",""
"1605905129000","“The Crown” : Netflix a-t-il raison de nous prévenir que la boulimie de Diana est montrée à l'écran ?","Courrier Inter","https://cloud.iexapis.com/v1/news/article/1aa626e9-8cf4-411a-bb38-9b603d4a1797","Dans la saison 4 de The Crown , les épisodes qui mettent en scène les troubles alimentaires de la princesse sont précédés d’un avertissement. Certains y voient un excès de précaution . La journaliste britannique Charlotte Cripps, elle, y voit une marque de prévenance. Ses arguments.","NFLX","https://cloud.iexapis.com/v1/news/image/1aa626e9-8cf4-411a-bb38-9b603d4a1797","fr","False",""
"1605901913000","Coup de projecteur - Faut-il bingwatcher «Love & Anarchy»?","L'essentiel","https://cloud.iexapis.com/v1/news/article/9fc11590-359a-4ca1-9ebc-f5beaffc6707","Dans la série suédoise qui a débarqué en novembre 2020 sur Netflix, deux collègues se lancent tour à tour des gages. Le scénario est piquant et malin.","NFLX","https://cloud.iexapis.com/v1/news/image/9fc11590-359a-4ca1-9ebc-f5beaffc6707","fr","False",""
"1605893850000","Comment Twitch est devenu un réseau social grand public avec le confinement","Les Echos Start","https://cloud.iexapis.com/v1/news/article/8181e87b-d06f-49a7-92a4-4458b18f29ea","Décryptage// Amazon, Netflix, Zoom, TikTok sont les grands gagnants de cette crise sanitaire. L'ovni Twitch, qui diffuse des vidéos en direct, a lui aussi explosé, passant de plateforme quasiment dédiée aux jeux vidéo à un réseau social grand public. Explications.","NFLX","https://cloud.iexapis.com/v1/news/image/8181e87b-d06f-49a7-92a4-4458b18f29ea","fr","False",""
"1605890719000","What to look out for when buying tech stocks","The Edge Singapore","https://cloud.iexapis.com/v1/news/article/f9b3dd52-3fa8-4348-bd4c-a07d3b8ffb45","Investing 101, personal finance, beginner investors, tech stocks, US tech stocks, FAANG stocks, Covid-19, Zoom, Facebook, Amazon, Apple, Alphabet, Google, Netflix, Microsoft, IBM","NFLX","https://cloud.iexapis.com/v1/news/image/f9b3dd52-3fa8-4348-bd4c-a07d3b8ffb45","en","False",""
"1605877258000","Cómo es la Cruella que hará Emma Stone para Netflix","Clarin","https://cloud.iexapis.com/v1/news/article/aa81317f-11ec-474e-b7b7-6457ad7c3cf1","Con una versión más joven y punk de la villana, la plataforma anuncia el filme como uno de los estrenos asegurados para el 2021.","NFLX","https://cloud.iexapis.com/v1/news/image/aa81317f-11ec-474e-b7b7-6457ad7c3cf1","es","False",""
"1605874266000","Kasparov prevé un boom del ajedrez en todo el mundo gracias a 'Gambito de dama', la serie de moda en Netflix","20minutos Spain","https://cloud.iexapis.com/v1/news/article/1b48c0ad-36be-4c82-905f-7b6ab7fae5e3","No summary available.","NFLX","https://cloud.iexapis.com/v1/news/image/1b48c0ad-36be-4c82-905f-7b6ab7fae5e3","es","False",""
"1605843000000","El Netflix del teletrabajo: la startup que permite ahorrar costes en el material","La Información","https://cloud.iexapis.com/v1/news/article/bfc61c5f-47f3-4883-95db-d86c9ed181cd","Simplr es una iniciativa que ofrece un servicio de suscripción basado en la 'economía de acceso' para facilitar el uso de productos como ordenadores.","NFLX","https://cloud.iexapis.com/v1/news/image/bfc61c5f-47f3-4883-95db-d86c9ed181cd","es","False",""
"1605840629000","Stock Market – Netflix Inc. stock rises Thursday, outperforms market","Fintech Zoom","https://cloud.iexapis.com/v1/news/article/26a55716-8ca3-4ab0-aaa1-911e5118a28b","Stock Market - Netflix Inc. stock rises Thursday, outperforms market -","NFLX","https://cloud.iexapis.com/v1/news/image/26a55716-8ca3-4ab0-aaa1-911e5118a28b","en","False",""
"1605827928000","Le crime du Carmel Country Club fascine de nouveau l’Argentine","Le Monde","https://cloud.iexapis.com/v1/news/article/01919eb2-890e-4074-9cf4-b5c975af59fa","Dix-huit ans après le meurtre de Maria Marta Garcia Belsunce, une sociologue issue de la haute bourgeoisie argentine, un documentaire Netflix ravive les débats autour de cette affaire non élucidée.","NFLX","https://cloud.iexapis.com/v1/news/image/01919eb2-890e-4074-9cf4-b5c975af59fa","fr","False",""
"1605809604000","“Queen’s Gambit” sur Netflix, un carton : les sites, applis et clubs d’échecs pris d’assaut !","DH.be","https://cloud.iexapis.com/v1/news/article/68287622-7116-45ab-9fca-8224e199b63b","Les sites et applications d’échecs connaissent un succès phénoménal.","NFLX","https://cloud.iexapis.com/v1/news/image/68287622-7116-45ab-9fca-8224e199b63b","fr","False",""
"1605806363000","Netflix, Amazon Prime, Disney+ : les films et séries à voir cette semaine du 20 au 27 novembre","Business Insider France","https://cloud.iexapis.com/v1/news/article/2c8dc713-2894-4883-953a-000c80a9a588","No summary available.","NFLX","https://cloud.iexapis.com/v1/news/image/2c8dc713-2894-4883-953a-000c80a9a588","fr","False",""
"1605798443000","Jim Cramer And John Malone Talk Steaming Stocks","Benzinga","https://cloud.iexapis.com/v1/news/article/571251b1-2927-48d0-987b-4b647367fa26","Jim Cramer and Liberty Media Chairman John Malone on CNBC's ""Squawk On The Street"" gave their thoughts on the performance of streaming services during the COVID-19 pandemic. Malone: Netflix, Inc. (NASDAQ: NFLX ) Is The Dominant Player In … Full story available on Benzinga.com","NFLX","https://cloud.iexapis.com/v1/news/image/571251b1-2927-48d0-987b-4b647367fa26","en","False",""
"1605790850000","Intercambio de princesas 2 llega a Netflix con Vanessa Judgens haciendo tres personajes","Clarin","https://cloud.iexapis.com/v1/news/article/575b1def-85c2-485e-a290-2965a4739730","La película en la que la ex chica Disney se pone al hombre un triple protagónico se estrena el jueves 19. La Gabriella de ""High School Musical"" volverá a ser aquí Stacy y Margaret, a las que le suma Lady Fiona.","NFLX","https://cloud.iexapis.com/v1/news/image/575b1def-85c2-485e-a290-2965a4739730","es","False",""
"1605788297000","La emocionante anécdota de Sophia Loren con el niño actor Ibrahima Gueye","Clarin","https://cloud.iexapis.com/v1/news/article/fb662dd0-398e-46d1-bac8-f3f1d76f97c2","La actriz italiana contó tiernos detalles de la filmación de La vida por delante, el filme que protagoniza y estrenó Netflix.","NFLX","https://cloud.iexapis.com/v1/news/image/fb662dd0-398e-46d1-bac8-f3f1d76f97c2","es","False",""
"1605786922000","Teruel se promociona como escenario cinematográfico","Heraldo","https://cloud.iexapis.com/v1/news/article/c1a4f854-11de-4877-a0b3-b0ed9a6e4b5d","El presidente de la Diputación Provincial, Manuel Rando, se reúne con los productores de la película 'Centauro', que se rueda en Alcañiz para Netflix.","NFLX","https://cloud.iexapis.com/v1/news/image/c1a4f854-11de-4877-a0b3-b0ed9a6e4b5d","es","False",""
"1605784628000","Cuando la realidad parece una mala ficción","Clarin","https://cloud.iexapis.com/v1/news/article/18490470-848e-4f41-92a7-a6b620092700","The Crown, la estupenda serie de Netflix, recuerda un hecho real que sucedió en el Palacio de Buckingham, pero que luce totalmente inverosímil.","NFLX","https://cloud.iexapis.com/v1/news/image/18490470-848e-4f41-92a7-a6b620092700","es","False",""
"1605775863000","La nouvelle saison de The Crown ne plaît pas à la famille royale britannique","Metro Belgique (French)","https://cloud.iexapis.com/v1/news/article/38d0bb63-8d79-4f4c-9903-a8d633cba059","La quatrième saison de la série à succès « The Crown » est sortie récemment sur la plateforme de streaming Netflix. Dans ces nouveaux épisodes, on retrouve Lady Diana, personnage très attendu qui continue à fasciner, plus de vingt ans après sa mort tragique. La famille royale ne semble pas ravie de cette intrigue. Les membres de […] L’article La nouvelle saison de The Crown ne plaît pas à la famille royale britannique est apparu en premier sur Metro .","NFLX","https://cloud.iexapis.com/v1/news/image/38d0bb63-8d79-4f4c-9903-a8d633cba059","fr","False",""
"1605738946000","Para su boda recrean ""La Casa de Papel"" con una fabulosa producción de video y fotos","Clarin","https://cloud.iexapis.com/v1/news/article/38607b56-caac-4325-839d-4949f1078a6e","Una pareja se puso en la piel de los actores en un templo de Filipinas. Por qué eligieron la serie española furor en Netflix.","NFLX","https://cloud.iexapis.com/v1/news/image/38607b56-caac-4325-839d-4949f1078a6e","es","False",""
"1605736297000","Disney+ llegó a Latinoamérica y Netflix le dio una curiosa bienvenida","El Tiempo","https://cloud.iexapis.com/v1/news/article/4cd5440c-210f-45f3-ab68-cadb4c0fe4f1","Ambas plataformas intercambiaron mensajes de camaradería en Twitter.","NFLX","https://cloud.iexapis.com/v1/news/image/4cd5440c-210f-45f3-ab68-cadb4c0fe4f1","es","False",""
"1605726686000","“The Crown”, saison 4 : le guide ultime pour démêler le vrai du faux","Courrier Inter","https://cloud.iexapis.com/v1/news/article/91db9f24-71e9-42cd-b99b-ea56b7c2f82d","Margaret Thatcher a-t-elle été humiliée par la famille royale à Balmoral ? Lady Diana est-elle restée cloîtrée à Buckingham avant son mariage avec le prince Charles ? Dans The Times, l’historien Hugo Vickers nous donne toutes les clés pour faire la part entre réalité et fiction dans une série Netflix où des “vrais personnages sont souvent placés dans des situations imaginaires”.","NFLX","https://cloud.iexapis.com/v1/news/image/91db9f24-71e9-42cd-b99b-ea56b7c2f82d","fr","False",""
"1605717883000","Comment la Lady Di de “The Crown” devient un mème sur les réseaux sociaux","Courrier Inter","https://cloud.iexapis.com/v1/news/article/b642ed40-80f9-43f2-bcbc-5f7a8c7d71ac","Dans la saison 4 de la série de Netflix, en ligne depuis le 15 novembre, Emma Corrin, l’interprète de Diana, reproduit une expression très caractéristique de la princesse de Galles. Et inspire les internautes britanniques.","NFLX","https://cloud.iexapis.com/v1/news/image/b642ed40-80f9-43f2-bcbc-5f7a8c7d71ac","fr","False",""
"1605708554000","Nos habitudes de vision changent : Netflix et Disney + rapporteront plus que le cinéma dans quelques années","DH.be","https://cloud.iexapis.com/v1/news/article/5087baa1-66f7-46aa-ae02-d5960590506a","L’étude de Digital TV Research en dit long sur nos nouvelles habitudes de vision.","NFLX","https://cloud.iexapis.com/v1/news/image/5087baa1-66f7-46aa-ae02-d5960590506a","fr","False",""
