"datetime","headline","source","url","summary","related","image","lang","hasPaywall","symbol"
"1608358323000","On connaît l’origine du fameux son «toudoum» de Netflix","20 Minuten","https://cloud.iexapis.com/v1/news/article/de4a878d-ac42-4905-9805-b9dfac5e31f3","L’histoire de l’introduction sonore de la plateforme Netflix a été révélée sur Twitter. Apparemment elle serait tirée d’une série à succès.","NFLX","https://cloud.iexapis.com/v1/news/image/de4a878d-ac42-4905-9805-b9dfac5e31f3","fr","False",""
"1608348600000","Netflix, Apple, Telefónica... las ofertas de empleo con sueldos de 200.000 euros","La Información","https://cloud.iexapis.com/v1/news/article/2af34bdb-48b7-43b8-9f6d-0fb771dd6654","Algunas empresas continúan aumentando su plantilla, pese a la situación provocada por la pandemia. Oportunidades con salarios competitivos y que dan la posibilidad de trabajar en otro país.","NFLX","https://cloud.iexapis.com/v1/news/image/2af34bdb-48b7-43b8-9f6d-0fb771dd6654","es","False",""
"1608334200000","‘The Crown’ o los equilibrios legales de las series biográficas","El Pais","https://cloud.iexapis.com/v1/news/article/1c6d110f-1db3-4acb-abc9-7ddfbe7719a1","La controversia entre Netflix y el Gobierno británico revela el complejo escenario jurídico en el que se mueven estas producciones","NFLX","https://cloud.iexapis.com/v1/news/image/1c6d110f-1db3-4acb-abc9-7ddfbe7719a1","es","False",""
"1608309011000","Le crépuscule de la star hollywoodienne","Le Monde","https://cloud.iexapis.com/v1/news/article/1893a15b-96dd-439b-8650-f2c98501caec","Les stars ont fait leur temps. Aux Etats-Unis, une nouvelle économie a supplanté les actrices et acteurs « bankable ». Celle des franchises, issues des vieux comics ou de la saga « Star Wars », gages de succès pour des films déclinables à l’infini. Celle surtout de Netflix et consorts pour lesquels la vedette, c’est la plateforme elle-même.","NFLX","https://cloud.iexapis.com/v1/news/image/1893a15b-96dd-439b-8650-f2c98501caec","fr","False",""
"1608303945000","Netflix teste un mode 'audio' pour continuer d'écouter vos séries en verrouillant l'écran","Business Insider France","https://cloud.iexapis.com/v1/news/article/4bad3a88-6c6e-4607-95fc-d5efd6702281","No summary available.","NFLX","https://cloud.iexapis.com/v1/news/image/4bad3a88-6c6e-4607-95fc-d5efd6702281","fr","False",""
"1608287721000","What to Expect from FAANG Stocks in Upcoming 2021?","Coinspeaker","https://cloud.iexapis.com/v1/news/article/0bacdec4-3024-484d-ac00-69cf51bb37cf","FAANG stocks have proved to be winners in the coronavirus pandemic, and in 2021, it is expected that they will receive a further boost.","NFLX","https://cloud.iexapis.com/v1/news/image/0bacdec4-3024-484d-ac00-69cf51bb37cf","en","False",""
"1608286433000","Netflix, Disney+, Amazon Prime... les films et séries à voir cette semaine du 18 au 24 décembre","Business Insider France","https://cloud.iexapis.com/v1/news/article/f575deb4-d9aa-4b36-a613-9567b46339ed","No summary available.","NFLX","https://cloud.iexapis.com/v1/news/image/f575deb4-d9aa-4b36-a613-9567b46339ed","fr","False",""
"1608276401000","Nace el Netflix de (y para) la agricultura","El Pais","https://cloud.iexapis.com/v1/news/article/559da84f-0f67-436d-8e17-af94f9719af3","Un realizador y un actor de cine franceses, ambos hijos de agricultores, crean una cadena de televisión temática por Internet","NFLX","https://cloud.iexapis.com/v1/news/image/559da84f-0f67-436d-8e17-af94f9719af3","es","False",""
"1608212940000","À surveiller : Mdf commerce, Netflix et Storage Vault","Les Affaires","https://cloud.iexapis.com/v1/news/article/0e95e4a3-7231-4b07-97b3-e743d0d7f7dc","Que faire avec les titres de Mdf commerce, de Netflix et de Storage Vault? Voici quelques recommandations d’analystes susceptibles de faire bouger les cours prochainement. Note: …","NFLX","https://cloud.iexapis.com/v1/news/image/0e95e4a3-7231-4b07-97b3-e743d0d7f7dc","fr","False",""
"1608203820000","Deutsche Bank apuesta por emergentes asiáticos y las tecnológicas para 2021","El Confidencial","https://cloud.iexapis.com/v1/news/article/a2b81bce-7332-45df-8002-b09c57a07d80","Deutsche Bank recomienda la inversión en las Bolsas emergentes, especialmente las asiáticas que se verán más beneficiadas por la pronta recuperación de China, así como las acciones de las grandes empresas tecnológicas estadounidenses en su estrategia para 2021, presentada este jueves. El responsable de renta variable del centro de inversiones de Deutsche Bank en España, Diego Jiménez-Albarracín, considera ""muy positivas"" las perspectivas para las bolsas de Taiwán, Singapur, Malasia y, en general, los socios comerciales regionales de China, que se beneficiarán primero de la recuperación del coronavirus. Deutsche Bank cree que las empresas de los mercados emergentes podrían ser interesantes por el menor riesgo de duración, índices más granulares, que facilitan la diversificación, y la capacidad de las empresas para beneficiarse de una reactivación del comercio mundial y los pactos comerciales regionales, más obviamente en Asia. En menor medida, la visión también es buena para la renta variable estadounidense.","NFLX","https://cloud.iexapis.com/v1/news/image/a2b81bce-7332-45df-8002-b09c57a07d80","es","False",""
"1608201551000","Netflix Makes Africa Push With Zimbabwean Billionaire's Appointment To Board","Benzinga","https://cloud.iexapis.com/v1/news/article/b3693958-b04d-4a28-9c26-aecedfc1ad40","Netflix Inc (NASDAQ: NFLX ) is aiming to boost its presence in Africa with the appointment of Zimbabwean billionaire Strive Masiyiwa to its board. What Happened: Masiyiwa has become the first African to join Netflix’s board. The company also has two European directors. The newly-appointed executive has connections and experience in Africa as the founder and chairman of Econet Global, a company that offers telecommunications and mobile payments services, according to Bloomberg. In Africa, Netflix has a couple of million customers, even though the … Full story available on Benzinga.com","NFLX","https://cloud.iexapis.com/v1/news/image/b3693958-b04d-4a28-9c26-aecedfc1ad40","en","False",""
"1608195192000","Quand Netflix et Cie inventent... la télévision","Trends-Tendances","https://cloud.iexapis.com/v1/news/article/d8c1b667-1e83-4d43-a83e-502b83b751d7","Netflix qui introduit des contenus programmés, Disney+ qui permet à plusieurs utilisateurs à distance de regarder le même programme simultanément, etc. Pourquoi les rois de la VOD adoptent-ils les codes de la bonne vieille lucarne?","NFLX","https://cloud.iexapis.com/v1/news/image/d8c1b667-1e83-4d43-a83e-502b83b751d7","fr","False",""
"1608180639000","Indians investing in US stocks turn to little-known EV players as Tesla turns costly","Economic Times India","https://cloud.iexapis.com/v1/news/article/814856fe-2f53-4836-a66f-2079be66b7f6","Data shared by Winvesta, another firm that operates a platform to facilitate investment in foreign securities, showed FAANG stocks form nearly one quarter of all investments from India via the platform.","NFLX","https://cloud.iexapis.com/v1/news/image/814856fe-2f53-4836-a66f-2079be66b7f6","en","False",""
"1608118318000","Netflix lanza el modo Solo Audio en su aplicación para móviles","El Pais Cinco Dias","https://cloud.iexapis.com/v1/news/article/9887bf7a-5a01-432e-a214-9a7555dc5c41","Permite seguir escuchando películas y series mientras andas","NFLX","https://cloud.iexapis.com/v1/news/image/9887bf7a-5a01-432e-a214-9a7555dc5c41","es","False",""
"1608111558000","Le prince Harry et Meghan Markle signent un podcast pour Spotify","20 Minutes France","https://cloud.iexapis.com/v1/news/article/7ea2c017-5bd8-4a94-9ab1-dc235e16f97d","Le coupe avait déjà signé un juteux contrat avec Netflix","NFLX","https://cloud.iexapis.com/v1/news/image/7ea2c017-5bd8-4a94-9ab1-dc235e16f97d","fr","False",""
"1608110710000","[Tribune] Sommes-nous devenus esclaves d'internet ?","Jeune Afrique","https://cloud.iexapis.com/v1/news/article/6ec700ec-d972-4483-8fbf-9c1a3bbf77d5","En deux décennies, internet est devenu une nouvelle drogue, et un outil de domination exploités par des géants néo-libéraux comme Google, Facebook ou Netflix ainsi que par un nombre croissant d'États.","NFLX","https://cloud.iexapis.com/v1/news/image/6ec700ec-d972-4483-8fbf-9c1a3bbf77d5","fr","False",""
"1608108327000","¿Tienes un Amazon Echo Show? Ya puedes ver Netflix con él","El Pais Cinco Dias","https://cloud.iexapis.com/v1/news/article/05f1ee24-69ce-47b9-8ca4-d7cefeebcc64","Hoy comienza la compatibilidad de esta pantalla junto con Netflix","NFLX","https://cloud.iexapis.com/v1/news/image/05f1ee24-69ce-47b9-8ca4-d7cefeebcc64","es","False",""
"1608057099000","Le prince Harry et Meghan signent avec Spotify pour produire un podcast","DH.be","https://cloud.iexapis.com/v1/news/article/f7bf7910-81ab-4cf0-8075-2ac78a618507","Le prince Harry et son épouse Meghan, après avoir signé récemment un important contrat avec Netflix, ont conclu un partenariat de plusieurs années pour produire un podcast sur Spotify baptisé ""Archewell Audio"", a annoncé mardi la plate-forme.","NFLX","https://cloud.iexapis.com/v1/news/image/f7bf7910-81ab-4cf0-8075-2ac78a618507","fr","False",""
"1608054069000","Netflix streaming down for more than 1,000 users: Downdetector.com","Channel NewsAsia","https://cloud.iexapis.com/v1/news/article/0f3d0272-21b6-4b04-9bd8-c650b7774143","Netflix Inc's video streaming services were down for more than 1,000 users on Tuesday, according to outage tracking website Downdetector.com.","NFLX","https://cloud.iexapis.com/v1/news/image/0f3d0272-21b6-4b04-9bd8-c650b7774143","en","False",""
"1608051600000","Netflix to Announce Fourth-Quarter 2020 Financial Results","PR Newswire","https://cloud.iexapis.com/v1/news/article/150aa8da-6851-4e8b-8407-b0bac021be09","LOS GATOS, Calif., Dec. 15, 2020 /PRNewswire/ -- Netflix, Inc. (NASDAQ: NFLX) today announced it will post its fourth-quarter 2020 financial results and business outlook on its investor relations website at http://ir.netflix.net on Tuesday, January 19, 2021, at approximately 1:00 p.m….","NFLX","https://cloud.iexapis.com/v1/news/image/150aa8da-6851-4e8b-8407-b0bac021be09","en","False",""
"1608038394000","De Rowan Atkinson a Sam Mendes: Netflix anuncia 7 nuevas series británicas","20minutos Spain","https://cloud.iexapis.com/v1/news/article/7ed9297b-7c65-4d92-8a4b-efa8af328fa9","No summary available.","NFLX","https://cloud.iexapis.com/v1/news/image/7ed9297b-7c65-4d92-8a4b-efa8af328fa9","es","False",""
"1608038387000","“Obscenely Bullish,” Not Just Fast Money, But Real Money Buying Bitcoin Now","BitcoinExchangeGuide","https://cloud.iexapis.com/v1/news/article/e42d2d8d-559b-40bb-b1d4-b1c8e472a604","After a bout of volatility in the markets last week, investors and traders are back for another round. Monday saw them coming back with an appetite for risk assets and technology as Bitcoin led its peers, climbing just shy of $19,600, “as the bullishness in this particular market has resumed with a vengeance,” wrote analyst Mati Greenspan in his daily newsletter Quantum Economics. He said, “It's incredible to see this much bullish action, even as we consolidate near the top.” “It should be noted that the level of $20,000, which is commonly equated with bitcoin's all-time high, represents a massive psychological barrier and could likely require a lot of force to breakthrough.” Meanwhile, in the stock market, FAANG stocks flew yesterday, but the S&P 500 is down 1.5% from the all-time high hit just a week back. https://twitter.com/MatiGreenspan/status/1338741728837242880 Gold had a bad start of the week as it again dropped to $1,820, but today with a bullish push, the precious metal is around $1,845.","NFLX","https://cloud.iexapis.com/v1/news/image/e42d2d8d-559b-40bb-b1d4-b1c8e472a604","en","False",""
"1608034340000","Streaming War: Should You Buy Disney or Netflix Stock? - LearnBonds.com","LearnBonds","https://cloud.iexapis.com/v1/news/article/1fccc49a-5104-4884-bf6f-48becd716e97","The Walt Disney Company (DIS) stock lost 3.6% yesterday while Netflix (NFLX) gained 3.8% after BMO Capital Markets downgraded Disney","NFLX","https://cloud.iexapis.com/v1/news/image/1fccc49a-5104-4884-bf6f-48becd716e97","en","False",""
"1608026393000","Senator Asks Netflix, Amazon, Others To Allow Free Access To Content During Holiday Season As A 'Public Service'","Benzinga","https://cloud.iexapis.com/v1/news/article/c5b53779-5c07-4bac-91d7-4456187fa9eb","Senator Angus King (I-Maine) is reaching out to leading streaming video-on-demand platforms with a plan he hopes would encourage Americans to stay indoors during the festive season. King has written letters asking the platforms to offer their content for free, albeit for a limited period of time. What Happened : The Senator sent the communication to Amazon Inc’s (NASDAQ: AMZN ) Amazon Prime Video, Netflix Inc (NASDAQ: NFLX ), Walt Disney Co’s (NYSE: DIS ) Disney+, Apple Inc’s (NASDAQ: AAPL ) Apple TV+, Hulu and HBO Max. Labeling entertainment during COVID-19 a “public service”, the Senator asked all … Full story available on Benzinga.com","NFLX","https://cloud.iexapis.com/v1/news/image/c5b53779-5c07-4bac-91d7-4456187fa9eb","en","False",""
"1608008437000","Las acciones de Disney se disparan a nuevos máximos en bolsa por la euforia de los analistas ante su plataforma de streaming: podría ""igualar o superar"" a Netflix en solo 4 años","Business Insider Spain","https://cloud.iexapis.com/v1/news/article/f6ba527d-8d2e-4c43-a720-4cf374c85f8b","La previsión de que Disney pisará los talones a Netflix en el negocio del streaming en 2024 desata su apetito en la bolsa, según los expertos tras el Investor Day.","NFLX","https://cloud.iexapis.com/v1/news/image/f6ba527d-8d2e-4c43-a720-4cf374c85f8b","es","False",""
"1607980023000","Finding the next generation of FAANG stocks: Eric Jackson","BNN Bloomberg","https://cloud.iexapis.com/v1/news/article/1c1c9066-4b30-41cf-a802-f89bae57b3da","Eric Jackson, founder and president of EMJ Capital, joins BNN Bloomberg to discuss his outlook on the next generation of FAANG stocks, and why he is putting new money to work in Zillow group, Snowflake, and Score Media and Gaming.","NFLX","https://cloud.iexapis.com/v1/news/image/1c1c9066-4b30-41cf-a802-f89bae57b3da","en","False",""
"1607978240000","Netflix reveló la fórmula detrás de sus exitosas series y películas","Clarin","https://cloud.iexapis.com/v1/news/article/6b4ec5ec-42c8-4242-88bf-bf010feeab4d","La plataforma asegura tener la receta para minimizar los riesgos de los contenidos que produce.","NFLX","https://cloud.iexapis.com/v1/news/image/6b4ec5ec-42c8-4242-88bf-bf010feeab4d","es","False",""
"1607970416000","'Halftime Report' Final Trades: Netflix, Facebook And More","Benzinga","https://cloud.iexapis.com/v1/news/article/cece889d-915a-449a-b314-95559e5648ad","On CNBC's 'Halfitme Report,' the investment committee gave their final trades. Virtus Investment Partners' Joseph Terranova likes Netflix, Inc. (NASDAQ: NFLX ) and believes the stock is about to break out. Cerity Partners' Jim Lebenthal likes QUALCOMM Incorporated (NASDAQ: Full story available on Benzinga.com","NFLX","https://cloud.iexapis.com/v1/news/image/cece889d-915a-449a-b314-95559e5648ad","en","False",""
"1607965221000","Netflix avanza en la producción de la serie inspirada en Cien años de soledad","Clarin","https://cloud.iexapis.com/v1/news/article/e0bb91c5-9f86-4b7f-a339-8dc3b08999f8","Rodrigo García, hijo de García Márquez y productor de la ficción, dio detalles del tanque que se viene.","NFLX","https://cloud.iexapis.com/v1/news/image/e0bb91c5-9f86-4b7f-a339-8dc3b08999f8","es","False",""
"1607964201000","Disney Just Made The Streaming Wars Even More Intense","Benzinga","https://cloud.iexapis.com/v1/news/article/1fc3f9a8-c9f4-4097-af20-ee4c0754a469","At its 2020 Investor Day, Walt Disney Co (NYSE: DIS ) tripled subscriber projections for Disney+ by 2024. It also revealed it will raise the monthly price to $8 which is the first price increase since the service launched last November, whereas Netflix Inc (NASDAQ: NFLX ) took two years before making such a move. Overall, Disney's news was only another ground-shaking development in the streaming space. At the beginning of the month, Discovery unveiled its streaming service and AT&T' Inc.s (NYSE: T ) Warner Bros. announced that its entire 2021 line of films will be released on HBO Max and in theaters at the same time. To say the least, things are getting interesting. Record Growth In Subscribers Disney+ now has 86.8 million paying subscribers as of December 2 nd with Hulu counting 38.8 million, and ESPN+ gathering 11.5 million, making a total of 137 million paying subscriptions. Disney+ subscriber projections for the end of 2024 have been dramatically upped to a range between 230 million and 260 million.","NFLX","https://cloud.iexapis.com/v1/news/image/1fc3f9a8-c9f4-4097-af20-ee4c0754a469","en","False",""
"1607922000000","20 estrenos de series que marcan el calendario de las plataformas de 'streaming' a lo largo de diciembre","Heraldo","https://cloud.iexapis.com/v1/news/article/f83b691e-f66e-4415-a316-b6d8fbf22dde","Un repaso a las novedades en la cartelera de HBO, Netflix, Amazon Prime Vídeo, Movistar+ y Atresplayer Premium","NFLX","https://cloud.iexapis.com/v1/news/image/f83b691e-f66e-4415-a316-b6d8fbf22dde","es","False",""
"1607883789000","Ases del bisturí, para contrarrestar una medicina anestesiada","Clarin","https://cloud.iexapis.com/v1/news/article/a476b648-1e07-476f-a0cb-e3f974b77bee","La serie documental de Netflix y la BBC busca entender la personalidad de cirujanos destacados en áreas muy complejas.","NFLX","https://cloud.iexapis.com/v1/news/image/a476b648-1e07-476f-a0cb-e3f974b77bee","es","False",""
"1607874661000","Tiny Pretty Things encabeza los recomendados de series de la semana","Clarin","https://cloud.iexapis.com/v1/news/article/650dc712-5627-4163-9d45-a42e977db655","Netflix también estrena la segunda temporada de ""Navidad en casa"".","NFLX","https://cloud.iexapis.com/v1/news/image/650dc712-5627-4163-9d45-a42e977db655","es","False",""
"1607785208000","Netflix, Disney + y Amazon: radiografía de los gigantes del streaming","Clarin","https://cloud.iexapis.com/v1/news/article/658031f4-0d35-434c-826b-21078f18d1a5","Netflix difundió sus contenidos más vistos en Argentina en 2020 y Disney+ anunció 10 nuevas series de Star Wars y 10 series de Marvel. Amazon Prime Video confía en su calidad original y suma estrenos mes a mes.","NFLX","https://cloud.iexapis.com/v1/news/image/658031f4-0d35-434c-826b-21078f18d1a5","es","False",""
"1607769005000","Cómo creen los analistas de Wall Street que la próxima década transformará la industria televisiva mundial, incluidos los probables ganadores y perdedores, desde Netflix hasta Tencent","Business Insider Spain","https://cloud.iexapis.com/v1/news/article/ff86bdbd-b8e1-4276-b56e-dd0621e44f25","Un informe de 67 páginas de UBS con analistas de Wall Street anticipa los posibles ganadores y perdedores de la industria del streaming en la próxima década.","NFLX","https://cloud.iexapis.com/v1/news/image/ff86bdbd-b8e1-4276-b56e-dd0621e44f25","es","False",""
"1607718865000","‘Le Jeu de la dame’ encourage les femmes à se mettre aux échecs","New York Times","https://cloud.iexapis.com/v1/news/article/f09272a9-6480-4cdc-a8df-f678ac6f0bed","La série-phare de Netflix montre que “les femmes peuvent être des rock stars” aux échecs; elle suscite de nouvelles vocations auprès de ses fans, dont des adolescentes et l’actrice Beth Behrs.","NFLX","https://cloud.iexapis.com/v1/news/image/f09272a9-6480-4cdc-a8df-f678ac6f0bed","fr","False",""
"1607691601000","Qué vimos los argentinos durante el 2020 en Netflix","Clarin","https://cloud.iexapis.com/v1/news/article/8c9a692c-1aa1-42ae-9afe-ca621a55021f","Potenciado por la cuarentena, se incrementó el consumo de casi todos los géneros: la visualización de contenido coreano se duplicó, la de las ficciones turcas creció un 70% y la de las románticas, un 160%. Todos los números pandémicos.- Murió Carlos Andrés Calvo, el eterno Carlín de Amigos son los amigos, que arrasó con el rating","NFLX","https://cloud.iexapis.com/v1/news/image/8c9a692c-1aa1-42ae-9afe-ca621a55021f","es","False",""
"1607684531000","Netflix met à disposition des parents un outil de surveillance des enfants","20 Minutes France","https://cloud.iexapis.com/v1/news/article/2c92afd7-0723-4c14-8306-269f684f4c4f","La fonctionnalité « Kids Activity Report » est actuellement en phase de test","NFLX","https://cloud.iexapis.com/v1/news/image/2c92afd7-0723-4c14-8306-269f684f4c4f","fr","False",""
"1607681880000","Disney estrenará 20 nuevas series de Star Wars y Marvel y recupera clásicos como 'Indiana Jones' y 'Willow'","Publico","https://cloud.iexapis.com/v1/news/article/ba8c8944-c76d-4d7f-af06-3723c9e2320e","El gigante del entretenimiento prepara una treintena de producciones bajo las marcas de Pixar y Disney con las que pretende arrebatar a Netflix y HBO el reinado televisivo.","NFLX","https://cloud.iexapis.com/v1/news/image/ba8c8944-c76d-4d7f-af06-3723c9e2320e","es","False",""
"1607681160000","Disney estrenará 10 nuevas series de Star Wars y Marvel y recupera clásicos como 'Indiana Jones' y 'Willow'","Publico","https://cloud.iexapis.com/v1/news/article/ac5f010c-0199-4b09-b365-bb645e2a293f","El gigante del entretenimiento prepara una treintena de producciones bajo las marcas de Pixar y Disney con las que pretende arrebatar a Netflix y HBO el reinado televisivo.","NFLX","https://cloud.iexapis.com/v1/news/image/ac5f010c-0199-4b09-b365-bb645e2a293f","es","False",""
"1607671885000","Disney presenta su arsenal en su guerra del 'streaming' contra Netflix y HBO","Heraldo","https://cloud.iexapis.com/v1/news/article/c18ad33e-7a40-4912-ad5a-cb00490a6aca","La compañía acaba de anunciar más de 50 estrenos, con algunas de sus nuevas marcas, como Marvel o Star Wars, a modo de ariete. También ha firmado un acuerdo con los Kardashian y hará una serie de 'Alien'.","NFLX","https://cloud.iexapis.com/v1/news/image/c18ad33e-7a40-4912-ad5a-cb00490a6aca","es","False",""
"1607670303000","India's Star may help Disney outshine Netflix in online streaming","Economic Times India","https://cloud.iexapis.com/v1/news/article/0bfc17a7-7d58-4ab0-a5f0-b8b55f96237e","Walt Disney Co. let the world know Thursday that it understands fans — and even shareholders — want it to dramatically step up its streaming game and add more grown-up programs to its kid-safe library. The company already has drawn almost 87 million subscribers to its namesake app, but Disney+ and other new streaming-video services still face the test of whether their offerings are complete enough for Netflix devotees to make the switch. For the first time, the answer for many may soon be “yes.” And Star, an as yet little-known Indian TV brand, is set to play a pivotal role in reaching Disney’s new awe-inspiring projection of at least 300 million total streaming subscribers globally within three years.In a virtual investor presentation on Thursday, Star was front and center alongside Disney+, a clear signal that the company is looking to take on Netflix Inc. and AT&T Inc.’s HBO Max more directly and around the globe. Disney inherited Star from its $85 billion acquisition of 21st Century Fox in 2019, though the asset was overshadowed at the time by other properties more familiar to U.S. investors, such as Fox’s “X-Men” franchise and “The Simpsons.” 79676106Now, Star is the star of Disney’s international streaming efforts outside the U.S., with the company launching a general-entertainment service under that name next year that will feature more adult programming, filling in obvious holes left by Disney+.","NFLX","https://cloud.iexapis.com/v1/news/image/0bfc17a7-7d58-4ab0-a5f0-b8b55f96237e","en","False",""
"1607664400000","Disney+ to get a flood of new shows as subscriptions soar","Hindustan Times","https://cloud.iexapis.com/v1/news/article/f3ca86db-8cf1-4ba5-aac7-a2e98b9bccf5","Disney, like other Hollywood studios, is reorienting its film and TV business toward home entertainment, and has leapfrogged many competitors with its fast subscriber growth. With its new subscriber goals the company would surpass where industry pioneer Netflix Inc. is today.","NFLX","https://cloud.iexapis.com/v1/news/image/f3ca86db-8cf1-4ba5-aac7-a2e98b9bccf5","en","False",""
"1607643000000","‘Cien años de soledad’ en Netflix: en español y con elenco latinoamericano","El Pais","https://cloud.iexapis.com/v1/news/article/81e47029-b72b-4fdf-be81-554dc332cf31","Rodrigo García, hijo del Nobel, dijo que tendrá una duración de veinte horas. También habló de ‘Noticia de un secuestro’, para Amazon Prime, durante el Festival Gabo","NFLX","https://cloud.iexapis.com/v1/news/image/81e47029-b72b-4fdf-be81-554dc332cf31","es","False",""
"1607622965000","5 of 2020's Hottest Value Stocks","Yahoo Finance","https://cloud.iexapis.com/v1/news/article/da267846-9b59-4eb8-9005-af5eae006efc","It wasn't just FAANG that posted big gains in 2020, many value stocks outperformed too.","NFLX","https://cloud.iexapis.com/v1/news/image/da267846-9b59-4eb8-9005-af5eae006efc","en","False",""
"1607594641000","Netflix – Netflix Inc. stock underperforms Wednesday when in comparison with rivals","Fintech Zoom","https://cloud.iexapis.com/v1/news/article/d1a84d54-260c-4cb7-b535-2910ebb3a843","Netflix - Netflix Inc. stock underperforms Wednesday when in comparison with rivals -","NFLX","https://cloud.iexapis.com/v1/news/image/d1a84d54-260c-4cb7-b535-2910ebb3a843","en","False",""
"1607549119000","Needham Sticks To Its Streaming War Stance: Buy Roku, Sell Netflix","Benzinga","https://cloud.iexapis.com/v1/news/article/c6f5eb3f-cfa2-4560-bda9-b17fb0ed9a33","Needham analysts on Wednesday reiterated their longstanding pair trade in the streaming video space: sell Netflix Inc (NASDAQ: NFLX ) and buy Roku Inc (NASDAQ: ROKU ). Contrary to popular belief, Netflix is not an industry leader as streaming ""merely the fifth form of delivery of TV"" and the company very much competes against over-the-air, cable, satellite, as well as TV and film, Needham's Laura Martin wrote in a note. Even if investors reject the claim that Netflix isn't a leader, the analyst lists a few catalysts suggest at the very least the … Full story available on Benzinga.com","NFLX","https://cloud.iexapis.com/v1/news/image/c6f5eb3f-cfa2-4560-bda9-b17fb0ed9a33","en","False",""
"1607542902000","Can Netflix (NFLX) hold its ground as the streaming space gets crowded?","AlphaStreet","https://cloud.iexapis.com/v1/news/article/4396df8e-1576-4c20-869f-2350ba18ab7d","Netflix Inc. (NASDAQ: NFLX) ruled the streaming space for long enough before competitors stepped in with their own offerings. Streaming services such as Disney+ and HBO Max have been touted […]","NFLX","https://cloud.iexapis.com/v1/news/image/4396df8e-1576-4c20-869f-2350ba18ab7d","en","False",""
"1607535102000","Hartley, coeurs à vif : Netflix prépare un reboot de la série !","DH.be","https://cloud.iexapis.com/v1/news/article/b4835f5b-3df9-49ff-8010-4b421e1110f1","Pour marquer les 25 ans de la série australienne culte des années 90, une nouvelle version des aventures de la bande d’ados va voir le jour en huit épisodes. ""Netflix a commandé un reboot de la série australienne pour ados #HeartbreakHigh (le …","NFLX","https://cloud.iexapis.com/v1/news/image/b4835f5b-3df9-49ff-8010-4b421e1110f1","fr","False",""
"1607530942000","Netflix presentó el trailer de Cobra Kai 3: pura adrenalina","Clarin","https://cloud.iexapis.com/v1/news/article/f938fc76-6b86-4e34-b919-859306df285f","Más acción, más guiños al pasado ¿y más violencia? La serie que es secuela de ""Karate Kid"" promete pura adrenalina. Cuándo podrá verse y otras curiosidades.","NFLX","https://cloud.iexapis.com/v1/news/image/f938fc76-6b86-4e34-b919-859306df285f","es","False",""
"1607520912000","«Mort à 2020», la satire originale de Netflix","Le Soir","https://cloud.iexapis.com/v1/news/article/4fdb9ea7-9498-41f2-a316-c427d8139ca6","Netflix a posté ce lundi sur ses réseaux une nouvelle bande-annonce qui intrigue fortement les abonnés de la plateforme. Les créateurs de “Black Mirror” souhaitent mettre en lumière cette année 2020 que beaucoup voudraient oublier au plus vite.","NFLX","https://cloud.iexapis.com/v1/news/image/4fdb9ea7-9498-41f2-a316-c427d8139ca6","fr","False",""
"1607498440000","National Securities and Stock Market Commission allows shares of Facebook, Tesla, Netflix and Microsoft to circulate in Ukraine","Interfax Ukraine (in English)","https://cloud.iexapis.com/v1/news/article/d251340b-f5f8-4d7a-a4d3-9b1c2f488ca4","The National Commission on Securities and Stock Market of Ukraine admitted the shares of six companies to circulation in Ukraine: Facebook Inc., Tesla Inc., Netflix Inc., Microsoft Corporation, Visa Inc and Advanced Micro Devices, Inc.","NFLX","https://cloud.iexapis.com/v1/news/image/d251340b-f5f8-4d7a-a4d3-9b1c2f488ca4","en","False",""
"1607460817000","3 Small Cap Stock Picks You've Never Heard Of: Dethroning FAANG With Disruptive Innovation - Stocks News Feed","Stocks News Feed","https://cloud.iexapis.com/v1/news/article/d32ed40a-0866-48fb-a2e2-e3d8ac925db6","Adam Johnson of BullseyeBrief.com presented Tuesday at the Benzinga Global Small Cap Conference, discussing his fund of small-cap stock picks on Bullseye Brief, where subscribers can track his trades and analysis. “My whole thing is American ingenuity, the people and companies driving the world forward. So I’ve got a lot of tech, a lot of… Read More »3 Small Cap Stock Picks You’ve Never Heard Of: Dethroning FAANG With Disruptive Innovation","NFLX","https://cloud.iexapis.com/v1/news/image/d32ed40a-0866-48fb-a2e2-e3d8ac925db6","en","False",""
"1607447450000","DSK, les femmes et la sordide chambre 2806 : on plonge dans le docu de Netflix dédié à l’affaire","DH.be","https://cloud.iexapis.com/v1/news/article/fdbb9b91-27c9-42cf-836b-54da12cc6189","Netflix propose une série documentaire consacrée à l’affaire qui a enterré les ambitions présidentielles de Dominique Struss-Kahn.","NFLX","https://cloud.iexapis.com/v1/news/image/fdbb9b91-27c9-42cf-836b-54da12cc6189","fr","False",""
"1607434201000","David Fincher une nouvelle prise de choix pour Netflix","L'Humanite","https://cloud.iexapis.com/v1/news/article/387a4769-637e-4d8f-b99e-6be08fa017e3","Visible sur la plateforme numérique, le nouveau film de David Fincher se présente comme le biopic d’un scénariste flamboyant, resté pour la postérité dans l’ombre d’Orson Welles.","NFLX","https://cloud.iexapis.com/v1/news/image/387a4769-637e-4d8f-b99e-6be08fa017e3","fr","False",""
